"","x"
"2781","PH-LAG"
"2782","PH-LAN"
"2783","PH-LAS"
"2784","PH-LEY"
"2785","PH-LUN"
"2786","PH-MAD"
"2787","PH-MAG"
"2788","PH-MAS"
"2789","PH-MDC"
"2790","PH-MDR"
"2791","PH-MOU"
"2792","PH-MSC"
"2793","PH-MSR"
"2794","PH-NCO"
"2795","PH-NEC"
"2796","PH-NER"
"2797","PH-NSA"
"2798","PH-NUE"
"2799","PH-NUV"
"2800","PH-PAM"
"2801","PH-PAN"
"2802","PH-PLW"
"2803","PH-QUE"
"2804","PH-QUI"
"2805","PH-RIZ"
"2806","PH-ROM"
"2807","PH-SAR"
"2808","PH-SCO"
"2809","PH-SIG"
"2810","PH-SLE"
"2811","PH-SLU"
"2812","PH-SOR"
"2813","PH-SUK"
"2814","PH-SUN"
"2815","PH-SUR"
"2816","PH-TAR"
"2817","PH-TAW"
"2818","PH-WSA"
"2819","PH-ZAN"
"2820","PH-ZAS"
"2821","PH-ZMB"
"2822","PH-ZSI"
"2823","PK-"
"2824","PK-BA"
"2825","PK-IS"
"2826","PK-JK"
"2827","PK-NA"
"2828","PK-NW"
"2829","PK-PB"
"2830","PK-SD"
"2831","PK-TA"
"2832","PL-"
"2833","PL-DS"
"2834","PL-KP"
"2835","PL-LB"
"2836","PL-LD"
"2837","PL-LU"
"2838","PL-MA"
"2839","PL-MZ"
"2840","PL-OP"
"2841","PL-PD"
"2842","PL-PK"
"2843","PL-PM"
"2844","PL-SK"
"2845","PL-SL"
"2846","PL-WN"
"2847","PL-WP"
"2848","PL-ZP"
"2849","PM-"
"2850","PN-"
"2851","PR-"
"2852","PR-AB"
"2853","PR-AC"
"2854","PR-AD"
"2855","PR-AI"
"2856","PR-AJ"
"2857","PR-AL"
"2858","PR-AN"
"2859","PR-AR"
"2860","PR-BC"
"2861","PR-BQ"
"2862","PR-BY"
"2863","PR-CA"
"2864","PR-CB"
"2865","PR-CD"
"2866","PR-CG"
"2867","PR-CL"
"2868","PR-CM"
"2869","PR-CN"
"2870","PR-CO"
"2871","PR-CR"
"2872","PR-CT"
"2873","PR-CU"
"2874","PR-CV"
"2875","PR-CY"
"2876","PR-CZ"
"2877","PR-DO"
"2878","PR-FJ"
"2879","PR-FL"
"2880","PR-GB"
"2881","PR-GC"
"2882","PR-GL"
"2883","PR-GM"
"2884","PR-GR"
"2885","PR-HA"
"2886","PR-HO"
"2887","PR-HU"
"2888","PR-IS"
"2889","PR-JC"
"2890","PR-JD"
"2891","PR-JY"
"2892","PR-LJ"
"2893","PR-LM"
"2894","PR-LP"
"2895","PR-LQ"
"2896","PR-LR"
"2897","PR-LZ"
"2898","PR-MB"
"2899","PR-MC"
"2900","PR-MG"
"2901","PR-MR"
"2902","PR-MT"
"2903","PR-MV"
"2904","PR-NG"
"2905","PR-NR"
"2906","PR-OR"
"2907","PR-PN"
"2908","PR-PO"
"2909","PR-PT"
"2910","PR-QB"
"2911","PR-RC"
"2912","PR-RG"
"2913","PR-SA"
"2914","PR-SB"
"2915","PR-SG"
"2916","PR-SI"
"2917","PR-SJ"
"2918","PR-SL"
"2919","PR-SS"
"2920","PR-TA"
"2921","PR-TB"
"2922","PR-TJ"
"2923","PR-UT"
"2924","PR-VA"
"2925","PR-VB"
"2926","PR-VL"
"2927","PR-VQ"
"2928","PR-YB"
"2929","PR-YU"
"2930","PS-"
"2931","PT-"
"2932","PT-01"
"2933","PT-02"
"2934","PT-03"
"2935","PT-04"
"2936","PT-05"
"2937","PT-06"
"2938","PT-07"
"2939","PT-08"
"2940","PT-09"
"2941","PT-10"
"2942","PT-11"
"2943","PT-12"
"2944","PT-13"
"2945","PT-14"
"2946","PT-15"
"2947","PT-16"
"2948","PT-17"
"2949","PT-18"
"2950","PT-20"
"2951","PT-30"
"2952","PW-"
"2953","PW-002"
"2954","PW-004"
"2955","PW-010"
"2956","PW-050"
"2957","PW-100"
"2958","PW-150"
"2959","PW-212"
"2960","PW-214"
"2961","PW-218"
"2962","PW-222"
"2963","PW-224"
"2964","PW-226"
"2965","PW-227"
"2966","PW-228"
"2967","PW-350"
"2968","PW-370"
"2969","PY-"
"2970","PY-1"
"2971","PY-10"
"2972","PY-11"
"2973","PY-12"
"2974","PY-13"
"2975","PY-14"
"2976","PY-15"
"2977","PY-16"
"2978","PY-19"
"2979","PY-2"
"2980","PY-3"
"2981","PY-4"
"2982","PY-5"
"2983","PY-6"
"2984","PY-7"
"2985","PY-8"
"2986","PY-9"
"2987","PY-ASU"
"2988","QA-"
"2989","QA-DA"
"2990","QA-GH"
"2991","QA-JB"
"2992","QA-JU"
"2993","QA-KH"
"2994","QA-MS"
"2995","QA-RA"
"2996","QA-US"
"2997","QA-WA"
"2998","RE-"
"2999","RO-"
"3000","RO-AB"
"3001","RO-AG"
"3002","RO-AR"
"3003","RO-B"
"3004","RO-BC"
"3005","RO-BH"
"3006","RO-BN"
"3007","RO-BR"
"3008","RO-BT"
"3009","RO-BV"
"3010","RO-BZ"
"3011","RO-CJ"
"3012","RO-CL"
"3013","RO-CS"
"3014","RO-CT"
"3015","RO-CV"
"3016","RO-DB"
"3017","RO-DJ"
"3018","RO-GJ"
"3019","RO-GL"
"3020","RO-GR"
"3021","RO-HD"
"3022","RO-HR"
"3023","RO-IF"
"3024","RO-IL"
"3025","RO-IS"
"3026","RO-MH"
"3027","RO-MM"
"3028","RO-MS"
"3029","RO-NT"
"3030","RO-OT"
"3031","RO-PH"
"3032","RO-SB"
"3033","RO-SJ"
"3034","RO-SM"
"3035","RO-SV"
"3036","RO-TL"
"3037","RO-TM"
"3038","RO-TR"
"3039","RO-VL"
"3040","RO-VN"
"3041","RO-VS"
"3042","RS-"
"3043","RS-00"
"3044","RS-08"
"3045","RS-09"
"3046","RS-10"
"3047","RS-11"
"3048","RS-12"
"3049","RS-13"
"3050","RS-14"
"3051","RS-15"
"3052","RS-16"
"3053","RS-17"
"3054","RS-18"
"3055","RS-19"
"3056","RS-20"
"3057","RS-21"
"3058","RS-22"
"3059","RS-23"
"3060","RS-24"
"3061","RS-VO"
"3062","RU-"
"3063","RU-AD"
"3064","RU-AGB"
"3065","RU-AL"
"3066","RU-ALT"
"3067","RU-AMU"
"3068","RU-ARK"
"3069","RU-AST"
"3070","RU-BA"
"3071","RU-BEL"
"3072","RU-BRY"
"3073","RU-BU"
"3074","RU-CE"
"3075","RU-CHE"
"3076","RU-CHI"
"3077","RU-CHU"
"3078","RU-CU"
"3079","RU-DA"
"3080","RU-IN"
"3081","RU-IRK"
"3082","RU-IVA"
"3083","RU-KAM"
"3084","RU-KB"
"3085","RU-KC"
"3086","RU-KDA"
"3087","RU-KEM"
"3088","RU-KGD"
"3089","RU-KGN"
"3090","RU-KHA"
"3091","RU-KHM"
"3092","RU-KIR"
"3093","RU-KK"
"3094","RU-KL"
"3095","RU-KLU"
"3096","RU-KO"
"3097","RU-KOS"
"3098","RU-KR"
"3099","RU-KRS"
"3100","RU-KYA"
"3101","RU-LEN"
"3102","RU-LIP"
"3103","RU-MAG"
"3104","RU-ME"
"3105","RU-MO"
"3106","RU-MOS"
"3107","RU-MOW"
"3108","RU-MUR"
"3109","RU-NEN"
"3110","RU-NGR"
"3111","RU-NIZ"
"3112","RU-NVS"
"3113","RU-OMS"
"3114","RU-ORE"
"3115","RU-ORL"
"3116","RU-PER"
"3117","RU-PNZ"
"3118","RU-PRI"
"3119","RU-PSK"
"3120","RU-ROS"
"3121","RU-RYA"
"3122","RU-SA"
"3123","RU-SAK"
"3124","RU-SAM"
"3125","RU-SAR"
"3126","RU-SE"
"3127","RU-SMO"
"3128","RU-SPE"
"3129","RU-STA"
"3130","RU-SVE"
"3131","RU-TA"
"3132","RU-TAM"
"3133","RU-TOM"
"3134","RU-TUL"
"3135","RU-TVE"
"3136","RU-TY"
"3137","RU-TYU"
"3138","RU-UD"
"3139","RU-ULY"
"3140","RU-UOB"
"3141","RU-VGG"
"3142","RU-VLA"
"3143","RU-VLG"
"3144","RU-VOR"
"3145","RU-YAN"
"3146","RU-YAR"
"3147","RU-YEV"
"3148","RW-"
"3149","RW-01"
"3150","RW-02"
"3151","RW-03"
"3152","RW-04"
"3153","RW-05"
"3154","SA-"
"3155","SA-01"
"3156","SA-02"
"3157","SA-03"
"3158","SA-04"
"3159","SA-05"
"3160","SA-06"
"3161","SA-07"
"3162","SA-08"
"3163","SA-09"
"3164","SA-10"
"3165","SA-11"
"3166","SA-12"
"3167","SA-14"
"3168","SB-"
"3169","SB-CE"
"3170","SB-CH"
"3171","SB-CT"
"3172","SB-GU"
"3173","SB-IS"
"3174","SB-MK"
"3175","SB-ML"
"3176","SB-RB"
"3177","SB-TE"
"3178","SB-WE"
"3179","SC-"
"3180","SC-01"
"3181","SC-02"
"3182","SC-03"
"3183","SC-04"
"3184","SC-05"
"3185","SC-06"
"3186","SC-07"
"3187","SC-08"
"3188","SC-09"
"3189","SC-10"
"3190","SC-11"
"3191","SC-12"
"3192","SC-13"
"3193","SC-14"
"3194","SC-15"
"3195","SC-16"
"3196","SC-17"
"3197","SC-18"
"3198","SC-19"
"3199","SC-20"
"3200","SC-21"
"3201","SC-22"
"3202","SC-23"
"3203","SD-"
"3204","SD-DN"
"3205","SD-DS"
"3206","SD-DW"
"3207","SD-GD"
"3208","SD-GZ"
"3209","SD-KA"
"3210","SD-KH"
"3211","SD-KN"
"3212","SD-KS"
"3213","SD-NB"
"3214","SD-NO"
"3215","SD-NR"
"3216","SD-NW"
"3217","SD-RS"
"3218","SD-SI"
"3219","SE-"
"3220","SE-AB"
"3221","SE-AC"
"3222","SE-BD"
"3223","SE-C"
"3224","SE-D"
"3225","SE-E"
"3226","SE-F"
"3227","SE-G"
"3228","SE-H"
"3229","SE-I"
"3230","SE-K"
"3231","SE-M"
"3232","SE-N"
"3233","SE-O"
"3234","SE-S"
"3235","SE-T"
"3236","SE-U"
"3237","SE-W"
"3238","SE-X"
"3239","SE-Y"
"3240","SE-Z"
"3241","SG-"
"3242","SH-"
"3243","SH-AC"
"3244","SH-SH"
"3245","SH-TA"
"3246","SI-"
"3247","SI-001"
"3248","SI-002"
"3249","SI-003"
"3250","SI-004"
"3251","SI-005"
"3252","SI-006"
"3253","SI-007"
"3254","SI-008"
"3255","SI-009"
"3256","SI-010"
"3257","SI-011"
"3258","SI-012"
"3259","SI-013"
"3260","SI-014"
"3261","SI-015"
"3262","SI-016"
"3263","SI-017"
"3264","SI-018"
"3265","SI-019"
"3266","SI-020"
"3267","SI-021"
"3268","SI-022"
"3269","SI-023"
"3270","SI-024"
"3271","SI-025"
"3272","SI-026"
"3273","SI-027"
"3274","SI-028"
"3275","SI-029"
"3276","SI-030"
"3277","SI-031"
"3278","SI-032"
"3279","SI-033"
"3280","SI-034"
"3281","SI-035"
"3282","SI-036"
"3283","SI-037"
"3284","SI-038"
"3285","SI-039"
"3286","SI-040"
"3287","SI-041"
"3288","SI-042"
"3289","SI-043"
"3290","SI-044"
"3291","SI-045"
"3292","SI-046"
"3293","SI-047"
"3294","SI-048"
"3295","SI-049"
"3296","SI-050"
"3297","SI-051"
"3298","SI-052"
"3299","SI-053"
"3300","SI-054"
"3301","SI-055"
"3302","SI-056"
"3303","SI-057"
"3304","SI-058"
"3305","SI-059"
"3306","SI-060"
"3307","SI-061"
"3308","SI-062"
"3309","SI-063"
"3310","SI-064"
"3311","SI-065"
"3312","SI-066"
"3313","SI-067"
"3314","SI-068"
"3315","SI-069"
"3316","SI-070"
"3317","SI-071"
"3318","SI-072"
"3319","SI-073"
"3320","SI-074"
"3321","SI-075"
"3322","SI-076"
"3323","SI-077"
"3324","SI-078"
"3325","SI-079"
"3326","SI-080"
"3327","SI-081"
"3328","SI-082"
"3329","SI-083"
"3330","SI-084"
"3331","SI-085"
"3332","SI-086"
"3333","SI-087"
"3334","SI-088"
"3335","SI-089"
"3336","SI-090"
"3337","SI-091"
"3338","SI-092"
"3339","SI-093"
"3340","SI-094"
"3341","SI-095"
"3342","SI-096"
"3343","SI-097"
"3344","SI-098"
"3345","SI-099"
"3346","SI-100"
"3347","SI-101"
"3348","SI-102"
"3349","SI-103"
"3350","SI-104"
"3351","SI-105"
"3352","SI-106"
"3353","SI-107"
"3354","SI-108"
"3355","SI-109"
"3356","SI-110"
"3357","SI-111"
"3358","SI-112"
"3359","SI-113"
"3360","SI-114"
"3361","SI-115"
"3362","SI-116"
"3363","SI-117"
"3364","SI-118"
"3365","SI-119"
"3366","SI-120"
"3367","SI-121"
"3368","SI-122"
"3369","SI-123"
"3370","SI-124"
"3371","SI-125"
"3372","SI-126"
"3373","SI-127"
"3374","SI-128"
"3375","SI-129"
"3376","SI-130"
"3377","SI-131"
"3378","SI-132"
"3379","SI-133"
"3380","SI-134"
"3381","SI-135"
"3382","SI-136"
"3383","SI-137"
"3384","SI-138"
"3385","SI-139"
"3386","SI-140"
"3387","SI-141"
"3388","SI-142"
"3389","SI-143"
"3390","SI-144"
"3391","SI-146"
"3392","SI-147"
"3393","SI-148"
"3394","SI-149"
"3395","SI-150"
"3396","SI-151"
"3397","SI-152"
"3398","SI-153"
"3399","SI-154"
"3400","SI-155"
"3401","SI-156"
"3402","SI-157"
"3403","SI-158"
"3404","SI-159"
"3405","SI-160"
"3406","SI-161"
"3407","SI-162"
"3408","SI-163"
"3409","SI-164"
"3410","SI-165"
"3411","SI-166"
"3412","SI-167"
"3413","SI-168"
"3414","SI-169"
"3415","SI-170"
"3416","SI-171"
"3417","SI-172"
"3418","SI-173"
"3419","SI-174"
"3420","SI-175"
"3421","SI-176"
"3422","SI-177"
"3423","SI-178"
"3424","SI-179"
"3425","SI-180"
"3426","SI-181"
"3427","SI-182"
"3428","SI-183"
"3429","SI-184"
"3430","SI-185"
"3431","SI-186"
"3432","SI-187"
"3433","SI-188"
"3434","SI-189"
"3435","SI-190"
"3436","SI-191"
"3437","SI-192"
"3438","SI-193"
"3439","SI-194"
"3440","SJ-"
"3441","SK-"
"3442","SK-BC"
"3443","SK-BL"
"3444","SK-KI"
"3445","SK-NI"
"3446","SK-PV"
"3447","SK-TA"
"3448","SK-TC"
"3449","SK-ZI"
"3450","SL-"
"3451","SL-E"
"3452","SL-N"
"3453","SL-S"
"3454","SL-W"
"3455","SM-"
"3456","SM-01"
"3457","SM-02"
"3458","SM-03"
"3459","SM-04"
"3460","SM-05"
"3461","SM-06"
"3462","SM-07"
"3463","SM-08"
"3464","SM-09"
"3465","SN-"
"3466","SN-DB"
"3467","SN-DK"
"3468","SN-FK"
"3469","SN-KD"
"3470","SN-KL"
"3471","SN-LG"
"3472","SN-MT"
"3473","SN-SL"
"3474","SN-TC"
"3475","SN-TH"
"3476","SN-ZG"
"3477","SO-"
"3478","SO-AW"
"3479","SO-BK"
"3480","SO-BN"
"3481","SO-BR"
"3482","SO-BY"
"3483","SO-GA"
"3484","SO-GE"
"3485","SO-HI"
"3486","SO-JD"
"3487","SO-JH"
"3488","SO-MU"
"3489","SO-NU"
"3490","SO-SA"
"3491","SO-SD"
"3492","SO-SH"
"3493","SO-SO"
"3494","SO-TO"
"3495","SO-WO"
"3496","SR-"
"3497","SR-BR"
"3498","SR-CM"
"3499","SR-CR"
"3500","SR-MA"
"3501","SR-NI"
"3502","SR-PM"
"3503","SR-PR"
"3504","SR-SA"
"3505","SR-SI"
"3506","SR-WA"
"3507","SS-"
"3508","SS-BN"
"3509","SS-BW"
"3510","SS-EC"
"3511","SS-EE"
"3512","SS-EW"
"3513","SS-JG"
"3514","SS-LK"
"3515","SS-NU"
"3516","SS-UY"
"3517","SS-WR"
"3518","ST-"
"3519","ST-P"
"3520","ST-S"
"3521","SV-"
"3522","SV-AH"
"3523","SV-CA"
"3524","SV-CH"
"3525","SV-CU"
"3526","SV-LI"
"3527","SV-MO"
"3528","SV-PA"
"3529","SV-SA"
"3530","SV-SM"
"3531","SV-SO"
"3532","SV-SS"
"3533","SV-SV"
"3534","SV-UN"
"3535","SV-US"
"3536","SX-"
"3537","SY-"
"3538","SY-DI"
"3539","SY-DR"
"3540","SY-DY"
"3541","SY-HA"
"3542","SY-HI"
"3543","SY-HL"
"3544","SY-HM"
"3545","SY-ID"
"3546","SY-LA"
"3547","SY-QU"
"3548","SY-RA"
"3549","SY-RD"
"3550","SY-SU"
"3551","SY-TA"
"3552","SZ-"
"3553","SZ-HH"
"3554","SZ-LU"
"3555","SZ-MA"
"3556","SZ-SH"
"3557","TC-"
"3558","TD-"
"3559","TD-BA"
"3560","TD-BET"
"3561","TD-CB"
"3562","TD-GR"
"3563","TD-HL"
"3564","TD-KA"
"3565","TD-LC"
"3566","TD-LO"
"3567","TD-LR"
"3568","TD-MA"
"3569","TD-MC"
"3570","TD-ME"
"3571","TD-MO"
"3572","TD-ND"
"3573","TD-OD"
"3574","TD-SA"
"3575","TD-TA"
"3576","TD-WF"
"3577","TF-"
"3578","TG-"
"3579","TG-C"
"3580","TG-K"
"3581","TG-M"
"3582","TG-P"
"3583","TG-S"
"3584","TH-"
"3585","TH-10"
"3586","TH-11"
"3587","TH-12"
"3588","TH-13"
"3589","TH-14"
"3590","TH-15"
"3591","TH-16"
"3592","TH-17"
"3593","TH-18"
"3594","TH-19"
"3595","TH-20"
"3596","TH-21"
"3597","TH-22"
"3598","TH-23"
"3599","TH-24"
"3600","TH-25"
"3601","TH-26"
"3602","TH-27"
"3603","TH-30"
"3604","TH-31"
"3605","TH-32"
"3606","TH-33"
"3607","TH-34"
"3608","TH-35"
"3609","TH-36"
"3610","TH-37"
"3611","TH-39"
"3612","TH-40"
"3613","TH-41"
"3614","TH-42"
"3615","TH-43"
"3616","TH-44"
"3617","TH-45"
"3618","TH-46"
"3619","TH-47"
"3620","TH-48"
"3621","TH-49"
"3622","TH-50"
"3623","TH-51"
"3624","TH-52"
"3625","TH-53"
"3626","TH-54"
"3627","TH-55"
"3628","TH-56"
"3629","TH-57"
"3630","TH-58"
"3631","TH-60"
"3632","TH-61"
"3633","TH-62"
"3634","TH-63"
"3635","TH-64"
"3636","TH-65"
"3637","TH-66"
"3638","TH-67"
"3639","TH-70"
"3640","TH-71"
"3641","TH-72"
"3642","TH-73"
"3643","TH-74"
"3644","TH-75"
"3645","TH-76"
"3646","TH-77"
"3647","TH-80"
"3648","TH-81"
"3649","TH-82"
"3650","TH-83"
"3651","TH-84"
"3652","TH-85"
"3653","TH-86"
"3654","TH-90"
"3655","TH-91"
"3656","TH-92"
"3657","TH-93"
"3658","TH-94"
"3659","TH-95"
"3660","TH-96"
"3661","TH-S"
"3662","TJ-"
"3663","TJ-GB"
"3664","TJ-KT"
"3665","TJ-SU"
"3666","TK-"
"3667","TL-"
"3668","TL-AL"
"3669","TL-AN"
"3670","TL-BA"
"3671","TL-BO"
"3672","TL-CO"
"3673","TL-DI"
"3674","TL-ER"
"3675","TL-LA"
"3676","TL-LI"
"3677","TL-MF"
"3678","TL-MT"
"3679","TL-OE"
"3680","TL-VI"
"3681","TM-"
"3682","TM-A"
"3683","TM-B"
"3684","TM-D"
"3685","TM-L"
"3686","TM-M"
"3687","TN-"
"3688","TN-11"
"3689","TN-12"
"3690","TN-13"
"3691","TN-14"
"3692","TN-21"
"3693","TN-22"
"3694","TN-23"
"3695","TN-31"
"3696","TN-32"
"3697","TN-33"
"3698","TN-34"
"3699","TN-41"
"3700","TN-42"
"3701","TN-43"
"3702","TN-51"
"3703","TN-52"
"3704","TN-53"
"3705","TN-61"
"3706","TN-71"
"3707","TN-72"
"3708","TN-73"
"3709","TN-81"
"3710","TN-82"
"3711","TN-83"
"3712","TO-"
"3713","TO-01"
"3714","TO-02"
"3715","TO-03"
"3716","TO-04"
"3717","TO-05"
"3718","TR-"
"3719","TR-01"
"3720","TR-02"
"3721","TR-03"
"3722","TR-04"
"3723","TR-05"
"3724","TR-06"
"3725","TR-07"
"3726","TR-08"
"3727","TR-09"
"3728","TR-10"
"3729","TR-11"
"3730","TR-12"
"3731","TR-13"
"3732","TR-14"
"3733","TR-15"
"3734","TR-16"
"3735","TR-17"
"3736","TR-18"
"3737","TR-19"
"3738","TR-20"
"3739","TR-21"
"3740","TR-22"
"3741","TR-23"
"3742","TR-24"
"3743","TR-25"
"3744","TR-26"
"3745","TR-27"
"3746","TR-28"
"3747","TR-29"
"3748","TR-30"
"3749","TR-31"
"3750","TR-32"
"3751","TR-33"
"3752","TR-34"
"3753","TR-35"
"3754","TR-36"
"3755","TR-37"
"3756","TR-38"
"3757","TR-39"
"3758","TR-40"
"3759","TR-41"
"3760","TR-42"
"3761","TR-43"
"3762","TR-44"
"3763","TR-45"
"3764","TR-46"
"3765","TR-47"
"3766","TR-48"
"3767","TR-49"
"3768","TR-50"
"3769","TR-51"
"3770","TR-52"
"3771","TR-53"
"3772","TR-54"
"3773","TR-55"
"3774","TR-56"
"3775","TR-57"
"3776","TR-58"
"3777","TR-59"
"3778","TR-60"
"3779","TR-61"
"3780","TR-62"
"3781","TR-63"
"3782","TR-64"
"3783","TR-65"
"3784","TR-66"
"3785","TR-67"
"3786","TR-68"
"3787","TR-69"
"3788","TR-70"
"3789","TR-71"
"3790","TR-72"
"3791","TR-73"
"3792","TR-74"
"3793","TR-75"
"3794","TR-76"
"3795","TR-77"
"3796","TR-78"
"3797","TR-79"
"3798","TR-80"
"3799","TR-81"
"3800","TT-"
"3801","TT-ARI"
"3802","TT-CHA"
"3803","TT-CTT"
"3804","TT-DMN"
"3805","TT-ETO"
"3806","TT-PED"
"3807","TT-POS"
"3808","TT-PRT"
"3809","TT-PTF"
"3810","TT-RCM"
"3811","TT-SFO"
"3812","TT-SGE"
"3813","TT-SIP"
"3814","TT-SJL"
"3815","TT-TOB"
"3816","TT-TUP"
"3817","TT-WTO"
"3818","TV-"
"3819","TV-FUN"
"3820","TV-NIT"
"3821","TV-NIU"
"3822","TV-NKF"
"3823","TV-NKL"
"3824","TV-NMA"
"3825","TV-NMG"
"3826","TV-VAI"
"3827","TW-"
"3828","TW-CHA"
"3829","TW-CYI"
"3830","TW-CYQ"
"3831","TW-HSQ"
"3832","TW-HSZ"
"3833","TW-HUA"
"3834","TW-ILA"
"3835","TW-KEE"
"3836","TW-KHH"
"3837","TW-KHQ"
"3838","TW-KIN"
"3839","TW-LIE"
"3840","TW-MIA"
"3841","TW-NAN"
"3842","TW-PEN"
"3843","TW-PIF"
"3844","TW-TAO"
"3845","TW-TNN"
"3846","TW-TNQ"
"3847","TW-TPE"
"3848","TW-TPQ"
"3849","TW-TTT"
"3850","TW-TXG"
"3851","TW-TXQ"
"3852","TW-YUN"
"3853","TZ-"
"3854","TZ-01"
"3855","TZ-02"
"3856","TZ-03"
"3857","TZ-04"
"3858","TZ-05"
"3859","TZ-06"
"3860","TZ-07"
"3861","TZ-08"
"3862","TZ-09"
"3863","TZ-10"
"3864","TZ-11"
"3865","TZ-12"
"3866","TZ-13"
"3867","TZ-14"
"3868","TZ-15"
"3869","TZ-16"
"3870","TZ-17"
"3871","TZ-18"
"3872","TZ-19"
"3873","TZ-20"
"3874","TZ-21"
"3875","TZ-22"
"3876","TZ-23"
"3877","TZ-24"
"3878","TZ-25"
"3879","TZ-26"
"3880","UA-"
"3881","UA-05"
"3882","UA-07"
"3883","UA-09"
"3884","UA-12"
"3885","UA-14"
"3886","UA-18"
"3887","UA-21"
"3888","UA-23"
"3889","UA-26"
"3890","UA-30"
"3891","UA-32"
"3892","UA-35"
"3893","UA-40"
"3894","UA-43"
"3895","UA-46"
"3896","UA-48"
"3897","UA-51"
"3898","UA-53"
"3899","UA-56"
"3900","UA-59"
"3901","UA-61"
"3902","UA-63"
"3903","UA-65"
"3904","UA-68"
"3905","UA-71"
"3906","UA-74"
"3907","UA-77"
"3908","UG-"
"3909","UG-C"
"3910","UG-E"
"3911","UG-N"
"3912","UG-W"
"3913","UM-"
"3914","UM-67"
"3915","UM-71"
"3916","UM-76"
"3917","UM-79"
"3918","UM-81"
"3919","UM-84"
"3920","UM-86"
"3921","UM-89"
"3922","UM-95"
"3923","US-"
"3924","US-AK"
"3925","US-AL"
"3926","US-AR"
"3927","US-AZ"
"3928","US-CA"
"3929","US-CO"
"3930","US-CT"
"3931","US-DC"
"3932","US-DE"
"3933","US-FL"
"3934","US-GA"
"3935","US-HI"
"3936","US-IA"
"3937","US-ID"
"3938","US-IL"
"3939","US-IN"
"3940","US-KS"
"3941","US-KY"
"3942","US-LA"
"3943","US-MA"
"3944","US-MD"
"3945","US-ME"
"3946","US-MI"
"3947","US-MN"
"3948","US-MO"
"3949","US-MS"
"3950","US-MT"
"3951","US-NC"
"3952","US-ND"
"3953","US-NE"
"3954","US-NH"
"3955","US-NJ"
"3956","US-NM"
"3957","US-NV"
"3958","US-NY"
"3959","US-OH"
"3960","US-OK"
"3961","US-OR"
"3962","US-PA"
"3963","US-RI"
"3964","US-SC"
"3965","US-SD"
"3966","US-TN"
"3967","US-TX"
"3968","US-UT"
"3969","US-VA"
"3970","US-VT"
"3971","US-WA"
"3972","US-WI"
"3973","US-WV"
"3974","US-WY"
"3975","UY-"
"3976","UY-AR"
"3977","UY-CA"
"3978","UY-CL"
"3979","UY-CO"
"3980","UY-DU"
"3981","UY-FD"
"3982","UY-FS"
"3983","UY-LA"
"3984","UY-MA"
"3985","UY-MO"
"3986","UY-PA"
"3987","UY-RN"
"3988","UY-RO"
"3989","UY-RV"
"3990","UY-SA"
"3991","UY-SJ"
"3992","UY-SO"
"3993","UY-TA"
"3994","UY-TT"
"3995","UZ-"
"3996","UZ-AN"
"3997","UZ-BU"
"3998","UZ-FA"
"3999","UZ-JI"
"4000","UZ-NG"
"4001","UZ-NW"
"4002","UZ-QA"
"4003","UZ-QR"
"4004","UZ-SA"
"4005","UZ-SI"
"4006","UZ-SU"
"4007","UZ-TK"
"4008","UZ-TO"
"4009","UZ-XO"
"4010","VA-"
"4011","VC-"
"4012","VC-01"
"4013","VC-02"
"4014","VC-03"
"4015","VC-04"
"4016","VC-05"
"4017","VC-06"
"4018","VE-"
"4019","VE-A"
"4020","VE-B"
"4021","VE-C"
"4022","VE-D"
"4023","VE-E"
"4024","VE-F"
"4025","VE-G"
"4026","VE-H"
"4027","VE-I"
"4028","VE-J"
"4029","VE-K"
"4030","VE-L"
"4031","VE-M"
"4032","VE-N"
"4033","VE-O"
"4034","VE-P"
"4035","VE-R"
"4036","VE-S"
"4037","VE-T"
"4038","VE-U"
"4039","VE-V"
"4040","VE-W"
"4041","VE-X"
"4042","VE-Y"
"4043","VE-Z"
"4044","VG-"
"4045","VI-"
"4046","VI-SC"
"4047","VI-SJ"
"4048","VI-ST"
"4049","VN-"
"4050","VN-01"
"4051","VN-02"
"4052","VN-03"
"4053","VN-04"
"4054","VN-05"
"4055","VN-06"
"4056","VN-07"
"4057","VN-09"
"4058","VN-13"
"4059","VN-14"
"4060","VN-15"
"4061","VN-18"
"4062","VN-20"
"4063","VN-21"
"4064","VN-22"
"4065","VN-23"
"4066","VN-24"
"4067","VN-25"
"4068","VN-26"
"4069","VN-27"
"4070","VN-28"
"4071","VN-29"
"4072","VN-30"
"4073","VN-31"
"4074","VN-32"
"4075","VN-33"
"4076","VN-34"
"4077","VN-35"
"4078","VN-36"
"4079","VN-37"
"4080","VN-39"
"4081","VN-40"
"4082","VN-41"
"4083","VN-43"
"4084","VN-44"
"4085","VN-45"
"4086","VN-46"
"4087","VN-47"
"4088","VN-48"
"4089","VN-49"
"4090","VN-50"
"4091","VN-51"
"4092","VN-52"
"4093","VN-53"
"4094","VN-54"
"4095","VN-55"
"4096","VN-56"
"4097","VN-57"
"4098","VN-58"
"4099","VN-59"
"4100","VN-60"
"4101","VN-61"
"4102","VN-62"
"4103","VN-63"
"4104","VN-64"
"4105","VN-65"
"4106","VN-66"
"4107","VN-67"
"4108","VN-68"
"4109","VN-69"
